city_ascii,county_name,county_fips,state_id,metfips,metarea
Manhattan Beach,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Carrollwood,Hillsborough,12057,FL,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
La Porte,Harris,48201,TX,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
Englewood,Arapahoe,08005,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Randallstown,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Brunswick,Medina,39103,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
East Point,Fulton,13121,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
DeLand,Volusia,12127,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
Pleasant Hill,Contra Costa,06013,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Golden Glades,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Merrillville,Lake,18089,IN,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Stow,Summit,39153,OH,10420,"Akron, OH (Metropolitan Statistical Area)"
Orangevale,Sacramento,06067,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
Calhoun,Gordon,13129,GA,NA,NA
Leawood,Johnson,20091,KS,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
Oildale,Kern,06029,CA,12540,"Bakersfield, CA (Metropolitan Statistical Area)"
Menlo Park,San Mateo,06081,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Sun Prairie,Dane,55025,WI,31540,"Madison, WI (Metropolitan Statistical Area)"
New City,Rockland,36087,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Arcata,Humboldt,06023,CA,NA,NA
Lockport,Niagara,36063,NY,15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)"
Boardman,Mahoning,39099,OH,49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)"
Owings Mills,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Pullman,Whitman,53075,WA,NA,NA
Nacogdoches,Nacogdoches,48347,TX,NA,NA
Kearney,Buffalo,31019,NE,NA,NA
Ferry Pass,Escambia,12033,FL,37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)"
Vestavia Hills,Jefferson,01073,AL,13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
North Ridgeville,Lorain,39093,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Evans,Columbia,13073,GA,12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)"
Socorro,El Paso,48141,TX,21340,"El Paso, TX (Metropolitan Statistical Area)"
Randolph Town,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Norristown,Montgomery,42091,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
Dakota Ridge,Jefferson,08059,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Redmond,Deschutes,41017,OR,13460,"Bend, OR (Metropolitan Statistical Area)"
Firestone,Weld,08123,CO,24540,"Greeley, CO (Metropolitan Statistical Area)"
Goshen,Elkhart,18039,IN,21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)"
Russellville,Pope,05115,AR,NA,NA
Grass Valley,Nevada,06057,CA,NA,NA
Parkland,Broward,12011,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
University City,St. Louis,29189,MO,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)"
Midvale,Salt Lake,49035,UT,41620,"Salt Lake City, UT (Metropolitan Statistical Area)"
Franklin Town,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Buenaventura Lakes,Osceola,12097,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
Kennesaw,Cobb,13067,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Adelanto,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Carlsbad,Eddy,35015,NM,NA,NA
University Place,Pierce,53053,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
Chester,Delaware,42045,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
Douglasville,Douglas,13097,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Salisbury,Rowan,37159,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
Laramie,Albany,56001,WY,NA,NA
Randolph,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Lake Stevens,Snohomish,53061,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
Foster City,San Mateo,06081,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Valparaiso,Porter,18127,IN,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Fairborn,Greene,39057,OH,19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)"
Estero,Lee,12071,FL,15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)"
Mason,Warren,39165,OH,17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
Cottonwood Heights,Salt Lake,49035,UT,41620,"Salt Lake City, UT (Metropolitan Statistical Area)"
Sonoma,Sonoma,06097,CA,42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)"
French Valley,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Ken Caryl,Jefferson,08059,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Montgomery Village,Montgomery,24031,MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Beverly Hills,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Galesburg,Knox,17095,IL,NA,NA
Foothill Farms,Sacramento,06067,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
Kaneohe,Honolulu,15003,HI,46520,"Urban Honolulu, HI (Metropolitan Statistical Area)"
Westmont,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Warsaw,Kosciusko,18085,IN,NA,NA
Fair Oaks,Fairfax,51059,VA,NA,NA
San Dimas,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Glendale Heights,DuPage,17043,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Dana Point,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Midlothian,Ellis,48139,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Newark,New Castle,10003,DE,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
Alamogordo,Otero,35035,NM,NA,NA
Alabaster,Shelby,01117,AL,13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)"
Lexington,Middlesex,25017,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Deer Park,Harris,48201,TX,26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
Long Beach,Nassau,36059,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Woodridge,DuPage,17043,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
West Little River,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Pikesville,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Bridgeton,Cumberland,34011,NJ,47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)"
Greer,Greenville,45045,SC,24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)"
Springville,Utah,49049,UT,39340,"Provo-Orem, UT (Metropolitan Statistical Area)"
Saratoga Springs,Utah,49049,UT,39340,"Provo-Orem, UT (Metropolitan Statistical Area)"
Huntington Station,Suffolk,36103,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Copperas Cove,Coryell,48099,TX,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)"
American Fork,Utah,49049,UT,39340,"Provo-Orem, UT (Metropolitan Statistical Area)"
Franklin,Sussex,34037,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Andover,Anoka,27003,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
Matthews,Mecklenburg,37119,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
Woodstock,Cherokee,13057,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Fallbrook,San Diego,06073,CA,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)"
Florence,Boone,21015,KY,17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
Fruit Cove,St. Johns,12109,FL,27260,"Jacksonville, FL (Metropolitan Statistical Area)"
Northbrook,Cook,17031,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Fair Lawn,Bergen,34003,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
St. Charles,Kane,17089,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
San Luis,Yuma,04027,AZ,49740,"Yuma, AZ (Metropolitan Statistical Area)"
Fairmont,Marion,54049,WV,NA,NA
Ridgecrest,Kern,06029,CA,12540,"Bakersfield, CA (Metropolitan Statistical Area)"
Massillon,Stark,39151,OH,15940,"Canton-Massillon, OH (Metropolitan Statistical Area)"
Starkville,Oktibbeha,28105,MS,NA,NA
Horizon West,Orange,12095,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
Harker Heights,Bell,48027,TX,28660,"Killeen-Temple, TX (Metropolitan Statistical Area)"
Elk Grove Village,Cook,17031,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Kaysville,Davis,49011,UT,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
Lawndale,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Southlake,Tarrant,48439,TX,19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
Savage,Scott,27139,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
Redan,DeKalb,13089,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Des Moines,King,53033,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
Bethel Park,Allegheny,42003,PA,38300,"Pittsburgh, PA (Metropolitan Statistical Area)"
Franklin Square,Nassau,36059,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
East Lake,Pinellas,12103,FL,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
Kahului,Maui,15009,HI,NA,NA
Dania Beach,Broward,12011,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Spring Valley,Rockland,36087,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Bowling Green,Wood,39173,OH,45780,"Toledo, OH (Metropolitan Statistical Area)"
College Park,Prince George's,24033,MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Coos Bay,Coos,41011,OR,NA,NA
Smithfield,Johnston,37101,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
Spanaway,Pierce,53053,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
Clearfield,Davis,49011,UT,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
Liberty,Clay,29047,MO,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
Marrero,Jefferson,22051,LA,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
Eastpointe,Macomb,26099,MI,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"
Pekin,Tazewell,17179,IL,37900,"Peoria, IL (Metropolitan Statistical Area)"
Westlake,Cuyahoga,39035,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Centereach,Suffolk,36103,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Chillicothe,Ross,39141,OH,NA,NA
La Verne,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Placerville,El Dorado,06017,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
Martinsville,Martinsville,51690,VA,NA,NA
Rome,Oneida,36065,NY,46540,"Utica-Rome, NY (Metropolitan Statistical Area)"
Pueblo West,Pueblo,08101,CO,39380,"Pueblo, CO (Metropolitan Statistical Area)"
Central Islip,Suffolk,36103,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Uniondale,Nassau,36059,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Garfield,Bergen,34003,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Prairieville,Ascension,22005,LA,12940,"Baton Rouge, LA (Metropolitan Statistical Area)"
Parkville,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Spring Valley,San Diego,06073,CA,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)"
Bel Air North,Harford,24025,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Hopkinsville,Christian,21047,KY,17300,"Clarksville, TN-KY (Metropolitan Statistical Area)"
Rochester,Strafford,33017,NH,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Milledgeville,Baldwin,13009,GA,NA,NA
Syracuse,Davis,49011,UT,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
Eldersburg,Carroll,24013,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Sherwood,Pulaski,05119,AR,30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
Garner,Wake,37183,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
Key West,Monroe,12087,FL,NA,NA
Miami Lakes,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Petersburg,Petersburg,51730,VA,NA,NA
North Olmsted,Cuyahoga,39035,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Wheat Ridge,Jefferson,08059,CO,19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
Cibolo,Guadalupe,48187,TX,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
Alliance,Stark,39151,OH,15940,"Canton-Massillon, OH (Metropolitan Statistical Area)"
Banning,Riverside,06065,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Laguna Hills,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Princeton,Mercer,34021,NJ,45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)"
Athens,Limestone,01083,AL,26620,"Huntsville, AL (Metropolitan Statistical Area)"
Oceanside,Nassau,36059,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Springfield,Fairfax,51059,VA,NA,NA
Naugatuck,New Haven,09009,CT,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)"
Columbus,Lowndes,28087,MS,NA,NA
South Riding,Loudoun,51107,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Mundelein,Lake,17097,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Fair Oaks,Sacramento,06067,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
San Pablo,Contra Costa,06013,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Rexburg,Madison,16065,ID,NA,NA
Nogales,Santa Cruz,04023,AZ,NA,NA
Nicholasville,Jessamine,21113,KY,30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
Goleta,Santa Barbara,06083,CA,42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"
Opelika,Lee,01081,AL,12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)"
Butte,Silver Bow,30093,MT,NA,NA
Algonquin,McHenry,17111,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Lakeside,Clay,12019,FL,27260,"Jacksonville, FL (Metropolitan Statistical Area)"
Burlingame,San Mateo,06081,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Aiken,Aiken,45003,SC,12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)"
Princeton,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
Lawrenceville,Gwinnett,13135,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Winter Park,Orange,12095,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
Granger,St. Joseph,18141,IN,43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)"
Fitchburg,Dane,55025,WI,31540,"Madison, WI (Metropolitan Statistical Area)"
Wooster,Wayne,39169,OH,NA,NA
Fountain,El Paso,08041,CO,17820,"Colorado Springs, CO (Metropolitan Statistical Area)"
Needham,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Brooklyn Center,Hennepin,27053,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"
Bay Shore,Suffolk,36103,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Kerrville,Kerr,48265,TX,NA,NA
Barstow,San Bernardino,06071,CA,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
Canton,Cherokee,13057,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Auburn,Cayuga,36011,NY,NA,NA
Orcutt,Santa Barbara,06083,CA,42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"
Crown Point,Lake,18089,IN,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Windsor,Weld,08123,CO,24540,"Greeley, CO (Metropolitan Statistical Area)"
Gloucester,Essex,25009,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Sterling,Loudoun,51107,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
Gurnee,Lake,17097,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Orangeburg,Orangeburg,45075,SC,NA,NA
Holladay,Salt Lake,49035,UT,41620,"Salt Lake City, UT (Metropolitan Statistical Area)"
Fuquay-Varina,Wake,37183,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
Newington,Hartford,09003,CT,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)"
Chamblee,DeKalb,13089,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Ladera Ranch,Orange,06059,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Peru,LaSalle,17099,IL,NA,NA
Cornelius,Mecklenburg,37119,NC,16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
North Tonawanda,Niagara,36063,NY,15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)"
Long Branch,Monmouth,34025,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Santa Paula,Ventura,06111,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)"
Los Gatos,Santa Clara,06085,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
Westchester,Miami-Dade,12086,FL,33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)"
South Lake Tahoe,El Dorado,06017,CA,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)"
San Carlos,San Mateo,06081,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Clinton,Clinton,19045,IA,NA,NA
Saratoga,Santa Clara,06085,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
Golden Gate,Collier,12021,FL,34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)"
Los Altos,Santa Clara,06085,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
Ballwin,St. Louis,29189,MO,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)"
Atascadero,San Luis Obispo,06079,CA,42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)"
North Royalton,Cuyahoga,39035,OH,17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
Somerset,Pulaski,21199,KY,NA,NA
Milford Mill,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Stockbridge,Henry,13151,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Manchester,Hartford,09003,CT,25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)"
East Liverpool,Columbiana,39029,OH,NA,NA
Rahway,Union,34039,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Madison Heights,Oakland,26125,MI,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"
Williston,Williams,38105,ND,NA,NA
Eagle,Ada,16001,ID,14260,"Boise City, ID (Metropolitan Statistical Area)"
Lake Magdalene,Hillsborough,12057,FL,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
Carney,Baltimore,24005,MD,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)"
Maryville,Blount,47009,TN,28940,"Knoxville, TN (Metropolitan Statistical Area)"
Walnut,Los Angeles,06037,CA,31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
Suisun City,Solano,06095,CA,46700,"Vallejo, CA (Metropolitan Statistical Area)"
Garden City,Finney,20055,KS,NA,NA
Texarkana,Miller,05091,AR,45500,"Texarkana, TX-AR (Metropolitan Statistical Area)"
Kent,Portage,39133,OH,10420,"Akron, OH (Metropolitan Statistical Area)"
North Chicago,Lake,17097,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Greenville,Washington,28151,MS,NA,NA
Aberdeen,Grays Harbor,53027,WA,NA,NA
Duluth,Gwinnett,13135,GA,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)"
Winona,Winona,27169,MN,NA,NA
O'Fallon,St. Clair,17163,IL,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)"
Ukiah,Mendocino,06045,CA,NA,NA
Atwater,Merced,06047,CA,32900,"Merced, CA (Metropolitan Statistical Area)"
Sanford,York,23031,ME,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)"
Highland Park,Lake,17097,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Drexel Heights,Pima,04019,AZ,46060,"Tucson, AZ (Metropolitan Statistical Area)"
Westfield,Union,34039,NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Hermiston,Umatilla,41059,OR,NA,NA
Fortuna Foothills,Yuma,04027,AZ,49740,"Yuma, AZ (Metropolitan Statistical Area)"
Oak Park,Oakland,26125,MI,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"
Central,East Baton Rouge,22033,LA,12940,"Baton Rouge, LA (Metropolitan Statistical Area)"
Chicago Heights,Cook,17031,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
East Palo Alto,San Mateo,06081,CA,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)"
Newberg,Yamhill,41071,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)"
Norwood,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Wellesley,Norfolk,25021,MA,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
Lewes,Sussex,10005,DE,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)"
Washington,Washington,49053,UT,41100,"St. George, UT (Metropolitan Statistical Area)"
Port Chester,Westchester,36119,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Oak Ridge,Anderson,47001,TN,28940,"Knoxville, TN (Metropolitan Statistical Area)"
West Falls Church,Fairfax,51059,VA,NA,NA
Laplace,St. John the Baptist,22095,LA,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
Athens,Athens,39009,OH,NA,NA
SeaTac,King,53033,WA,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)"
Raytown,Jackson,29095,MO,28140,"Kansas City, MO-KS (Metropolitan Statistical Area)"
Southgate,Wayne,26163,MI,19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"
Harrison,Westchester,36119,NY,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
Niles,Cook,17031,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
Fernandina Beach,Nassau,12089,FL,27260,"Jacksonville, FL (Metropolitan Statistical Area)"
Big Spring,Howard,48227,TX,NA,NA
Bella Vista,Benton,05007,AR,22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)"
East Haven,New Haven,09009,CT,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)"
Milton,Northumberland,42097,PA,NA,NA
Morrisville,Wake,37183,NC,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)"
Casselberry,Seminole,12117,FL,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
Plattsburgh,Clinton,36019,NY,NA,NA
Seguin,Guadalupe,48187,TX,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
